wavelength,n,k
1795.0000000000002,1.4316371249192892,1.5534530645939884e-07
1800.0000000000002,1.4312237463509627,1.5577801494471443e-07
1805.0,1.4308448658546244,1.5621072407808447e-07
1810.0,1.430507476646196,1.566434340036685e-07
1815.0000000000002,1.4302185717459563,1.5707614486959279e-07
1820.0000000000002,1.4299851501577718,1.575088568215938e-07
1825.0,1.4298142137323224,1.57941570011928e-07
1830.0,1.4297127458218246,1.5837428458830984e-07
1835.0000000000002,1.4296862814281621,1.5880700067611877e-07
1840.0000000000002,1.429686281428162,1.5923971729921446e-07
1845.0000000000002,1.4296862814281617,1.5967243392231018e-07
1850.0,1.4296862814281615,1.6010515054540584e-07
1855.0,1.4296862814281615,1.6053786716850153e-07
1860.0000000000002,1.429686281428161,1.6097058379159725e-07
1865.0000000000002,1.429686281428161,1.6140330041469294e-07
1870.0,1.4296862814281608,1.618360170377886e-07
1875.0,1.4296862814281606,1.622687336608843e-07
1880.0000000000002,1.4296862814281603,1.6270145028398e-07
1885.0000000000002,1.4296862814281601,1.631341669070757e-07
1890.0000000000002,1.4296862814281601,1.6356688353017137e-07
1895.0,1.4296862814281597,1.6399960015326708e-07
1900.0,1.4296862814281597,1.6443231677636275e-07
1905.0000000000002,1.4296862814281595,1.6486503339945846e-07
1910.0,1.4296862814281592,1.6529775002255413e-07
1915.0000000000002,1.429686281428159,1.6573046664564987e-07
1920.0000000000002,1.4296862814281588,1.6616318326874553e-07
1925.0000000000002,1.4296862814281586,1.6659589989184122e-07
1930.0000000000002,1.4296862814281583,1.6702861651493691e-07
1935.0,1.4296862814281583,1.674613331380326e-07
1940.0,1.429686281428158,1.678940497611283e-07
1945.0,1.429686281428158,1.6832676638422399e-07
1950.0,1.4296862814281577,1.6875948300731968e-07
1955.0,1.4296862814281575,1.6919219963041534e-07
1960.0000000000002,1.4296862814281572,1.6962491625351106e-07
1965.0000000000002,1.429686281428157,1.7005763287660677e-07
1970.0000000000002,1.4296862814281568,1.7049034949970244e-07
1975.0000000000002,1.4296862814281566,1.7092306612279813e-07
1980.0,1.4296862814281563,1.7135578274589384e-07
1985.0,1.4296862814281561,1.717884993689895e-07
1990.0,1.4296862814281561,1.722212159920852e-07
1995.0,1.4296862814281557,1.726539326151809e-07
2000.0000000000002,1.4296862814281557,1.730866492382766e-07
2005.0000000000002,1.4296862814281555,1.735193658613723e-07
2010.0000000000002,1.4296862814281552,1.7395208248446799e-07
2015.0000000000002,1.429686281428155,1.7438479910756368e-07
2020.0000000000002,1.4296862814281548,1.7481751573065937e-07
2025.0,1.4296862814281546,1.7525023235375503e-07
2030.0,1.4296862814281543,1.7568294897685075e-07
2035.0,1.4296862814281541,1.7611566559994644e-07
2040.0,1.429686281428154,1.765483822230421e-07
2045.0000000000002,1.4296862814281537,1.7698109884613785e-07
2050.0000000000005,1.4296862814281535,1.7741381546923354e-07
2055.0000000000005,1.4296862814281532,1.778465320923292e-07
2060.0,1.429686281428153,1.782792487154249e-07
2065.0,1.429686281428153,1.7871196533852058e-07
2070.0,1.4296862814281526,1.7914468196161627e-07
2075.0,1.4296862814281526,1.7957739858471196e-07
2080.0,1.4296862814281524,1.8001011520780765e-07
2085.0,1.4296862814281521,1.8044283183090334e-07
2090.0000000000005,1.429686281428152,1.8087554845399906e-07
2095.0000000000005,1.4296862814281517,1.8130826507709472e-07
2100.0,1.4296309920871257,1.8174098041537434e-07
2105.0,1.4294097373136725,1.821736918881511e-07
2110.0,1.429034990850473,1.826063997584413e-07
2115.0,1.4285234240509141,1.8303910439711878e-07
2120.0,1.4278916754213173,1.8347180617685249e-07
2125.0,1.4271563776214689,1.839045054753045e-07
2130.0,1.4263341778538225,1.8433720267175286e-07
2135.0000000000005,1.4254417427858521,1.8476989815038462e-07
2140.0000000000005,1.4244957747220943,1.8520259229891393e-07
2145.0,1.4235130256739894,1.856352855077562e-07
2150.0,1.4225103003281068,1.8606797816898516e-07
2155.0,1.4215044477628422,1.8650067067940974e-07
2160.0,1.4205123999533287,1.869333634380166e-07
2165.0,1.4195511362276725,1.873660568467416e-07
2170.0,1.4186376897241724,1.8779875131208508e-07
2175.0,1.4177891555856936,1.8823144724065648e-07
2180.0000000000005,1.41702267383243,1.8866414504473821e-07
2185.0000000000005,1.4163554136684744,1.8909684513815786e-07
2190.0,1.4158045681888531,1.8952954793899545e-07
2195.0,1.415387323531047,1.899622538697584e-07
2200.0,1.4151208564634998,1.903949633551107e-07
